rid,llid,mode,fix,satused,pdop,hdop,vdop,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
1561,1561,A,3,12,1.71,0.87,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1562,1562,A,3,12,1.71,0.87,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1563,1563,A,3,12,1.71,0.87,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1564,1564,A,3,12,1.67,0.85,1.44,07,29,05,26,04,16,06,09,02,11,30,20
1565,1565,A,3,12,1.67,0.85,1.44,07,29,05,26,04,16,06,09,02,11,30,20
1566,1566,A,3,12,1.67,0.85,1.44,07,29,05,26,04,16,06,09,02,11,30,20
1567,1567,A,3,11,1.72,0.89,1.47,07,29,05,26,04,06,09,02,11,30,20,
1568,1568,A,3,12,1.67,0.85,1.44,07,29,05,26,04,16,06,09,02,11,30,20
1569,1569,A,3,12,1.67,0.85,1.44,07,29,05,26,04,16,06,09,02,11,30,20
1570,1570,A,3,12,1.71,0.87,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1571,1571,A,3,12,1.71,0.87,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1572,1572,A,3,12,1.71,0.87,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1573,1573,A,3,12,1.71,0.87,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1574,1574,A,3,12,1.71,0.87,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1575,1575,A,3,12,1.67,0.85,1.44,07,29,05,26,04,16,06,09,02,11,30,20
1576,1576,A,3,12,1.67,0.85,1.44,07,29,05,26,04,16,06,09,02,11,30,20
1577,1577,A,3,12,1.67,0.85,1.44,07,29,05,26,04,16,06,09,02,11,30,20
1578,1578,A,3,12,1.67,0.85,1.44,07,29,05,26,04,16,06,09,02,11,30,20
1579,1579,A,3,12,1.72,0.86,1.49,07,29,05,26,04,16,06,09,02,11,30,20
1580,1580,A,3,12,1.72,0.86,1.49,07,29,05,26,04,16,06,09,02,11,30,20
1581,1581,A,3,12,1.72,0.86,1.49,07,29,05,26,04,16,06,09,02,11,30,20
1582,1582,A,3,12,1.72,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1583,1583,A,3,11,1.82,0.86,1.60,29,05,26,04,16,06,09,02,11,30,20,
1584,1584,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1585,1585,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1586,1586,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1587,1587,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1588,1588,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1589,1589,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1590,1590,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1591,1591,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1592,1592,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1593,1593,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1594,1594,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1595,1595,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1596,1596,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1597,1597,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1598,1598,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1599,1599,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1600,1600,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1601,1601,A,3,12,1.71,0.86,1.48,07,29,05,26,04,16,06,09,02,11,30,20
1602,1602,A,3,11,1.76,0.85,1.55,29,05,26,04,16,06,09,02,11,30,20,
1603,1603,A,3,12,1.71,0.86,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1604,1604,A,3,12,1.76,0.88,1.52,07,29,05,26,04,16,06,09,02,11,30,20
1605,1605,A,3,12,1.71,0.86,1.47,07,29,05,26,04,16,06,09,02,11,30,20
1606,1606,A,3,12,1.70,0.87,1.46,07,29,05,26,04,16,06,09,02,11,30,20
1607,1607,A,3,12,1.70,0.87,1.46,07,29,05,26,04,16,06,09,02,11,30,20
1608,1608,A,3,12,1.70,0.87,1.46,07,29,05,26,04,16,06,09,02,11,30,20
1609,1609,A,3,12,1.70,0.87,1.46,07,29,05,26,04,16,06,09,02,11,30,20
1610,1610,A,3,12,1.70,0.87,1.46,07,29,05,26,04,16,06,09,02,11,30,20
1611,1611,A,3,12,1.70,0.87,1.46,07,29,05,26,04,16,06,09,02,11,30,20
1612,1612,A,3,12,1.70,0.87,1.46,07,29,05,26,04,16,06,09,02,11,30,20
1613,1613,A,3,12,1.69,0.87,1.46,07,29,05,26,04,16,06,09,02,11,30,20
1614,1614,A,3,12,1.65,0.85,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1615,1615,A,3,12,1.65,0.85,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1616,1616,A,3,12,1.65,0.85,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1617,1617,A,3,12,1.65,0.85,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1618,1618,A,3,12,1.65,0.85,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1619,1619,A,3,12,1.65,0.85,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1620,1620,A,3,12,1.65,0.85,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1621,1621,A,3,11,1.68,0.87,1.44,07,29,26,04,16,06,09,02,11,30,20,
1622,1622,A,3,11,1.68,0.87,1.44,07,29,26,04,16,06,09,02,11,30,20,
1623,1623,A,3,11,1.68,0.87,1.44,07,29,26,04,16,06,09,02,11,30,20,
1624,1624,A,3,12,1.65,0.84,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1625,1624,A,3,12,1.65,0.84,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1626,1625,A,3,12,1.65,0.84,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1627,1626,A,3,12,1.65,0.84,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1628,1627,A,3,12,1.65,0.84,1.42,07,29,05,26,04,16,06,09,02,11,30,20
1629,1628,A,3,12,1.65,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1630,1629,A,3,12,1.65,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1631,1630,A,3,11,1.76,0.85,1.54,29,05,26,04,16,06,09,02,11,30,20,
1632,1631,A,3,12,1.65,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1633,1632,A,3,12,1.65,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1634,1633,A,3,12,1.65,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1635,1634,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1636,1635,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1637,1636,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1638,1637,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1639,1638,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1640,1639,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1641,1640,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1642,1641,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1643,1642,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1644,1643,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1645,1644,A,3,12,1.64,0.84,1.41,07,29,05,26,04,16,06,09,02,11,30,20
1646,1645,A,3,12,1.64,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1647,1646,A,3,12,1.64,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1648,1647,A,3,12,1.64,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1649,1648,A,3,12,1.64,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1650,1649,A,3,12,1.64,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1651,1650,A,3,12,1.64,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1652,1651,A,3,12,1.63,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1653,1652,A,3,12,1.63,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1654,1653,A,3,12,1.63,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1655,1654,A,3,12,1.63,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1656,1655,A,3,12,1.63,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1657,1656,A,3,12,1.63,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1658,1657,A,3,12,1.63,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1659,1658,A,3,12,1.63,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1660,1659,A,3,12,1.63,0.84,1.40,07,29,05,26,04,16,06,09,02,11,30,20
1661,1660,A,3,12,1.67,0.87,1.43,07,29,05,26,04,16,06,09,02,11,30,20
1662,1661,A,3,12,1.67,0.87,1.43,07,29,05,26,04,16,06,09,02,11,30,20
1663,1662,A,3,12,1.67,0.87,1.43,07,29,05,26,04,16,06,09,02,11,30,20
1664,1663,A,3,12,1.63,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1665,1664,A,3,12,1.63,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1666,1665,A,3,12,1.63,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1667,1666,A,3,12,1.63,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1668,1667,A,3,12,1.62,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1669,1668,A,3,12,1.62,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1670,1669,A,3,12,1.62,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1671,1670,A,3,12,1.62,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1672,1671,A,3,12,1.62,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1673,1672,A,3,12,1.62,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1674,1673,A,3,12,1.62,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1675,1674,A,3,12,1.62,0.84,1.39,07,29,05,26,04,16,06,09,02,11,30,20
1676,1675,A,3,11,1.65,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1677,1676,A,3,11,1.65,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1678,1677,A,3,11,1.65,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1679,1678,A,3,11,1.65,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1680,1679,A,3,11,1.65,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1681,1680,A,3,11,1.64,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1682,1681,A,3,11,1.64,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1683,1682,A,3,11,1.64,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1684,1683,A,3,11,1.64,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1685,1684,A,3,11,1.64,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1686,1685,A,3,11,1.64,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1687,1686,A,3,11,1.64,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1688,1687,A,3,11,1.64,0.85,1.40,07,29,05,04,16,06,09,02,11,30,20,
1689,1688,A,3,11,1.70,0.87,1.46,07,29,05,04,16,06,09,02,11,30,20,
1690,1689,A,3,11,1.64,0.85,1.40,07,29,05,04,16,06,09,02,11,30,20,
1691,1690,A,3,11,1.64,0.85,1.40,07,29,05,04,16,06,09,02,11,30,20,
1692,1691,A,3,11,1.71,0.86,1.47,07,29,05,04,16,06,09,02,11,30,20,
1693,1692,A,3,11,1.70,0.86,1.47,07,29,05,04,16,06,09,02,11,30,20,
1694,1693,A,3,11,1.70,0.86,1.47,07,29,05,04,16,06,09,02,11,30,20,
1695,1694,A,3,11,1.70,0.86,1.47,07,29,05,04,16,06,09,02,11,30,20,
1696,1695,A,3,11,1.70,0.86,1.47,07,29,05,04,16,06,09,02,11,30,20,
1697,1696,A,3,11,1.63,0.84,1.40,07,29,05,04,16,06,09,02,11,30,20,
1698,1697,A,3,11,1.70,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1699,1698,A,3,11,1.70,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1700,1699,A,3,11,1.70,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1701,1700,A,3,11,1.70,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1702,1701,A,3,11,1.70,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1703,1702,A,3,11,1.70,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1704,1703,A,3,11,1.69,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1705,1704,A,3,11,1.69,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1706,1705,A,3,11,1.69,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1707,1706,A,3,11,1.69,0.86,1.46,07,29,05,04,16,06,09,02,11,30,20,
1708,1707,A,3,10,1.91,0.98,1.63,07,29,05,16,06,09,02,11,30,20,,
1709,1708,A,3,10,1.91,0.98,1.63,07,29,05,16,06,09,02,11,30,20,,
1710,1709,A,3,10,1.91,0.98,1.63,07,29,05,16,06,09,02,11,30,20,,
1711,1710,A,3,10,1.90,0.98,1.63,07,29,05,16,06,09,02,11,30,20,,
1712,1711,A,3,10,1.90,0.98,1.63,07,29,05,16,06,09,02,11,30,20,,
1713,1712,A,3,11,1.73,0.92,1.46,07,29,05,04,16,06,09,02,11,30,20,
1714,1713,A,3,11,1.73,0.92,1.46,07,29,05,04,16,06,09,02,11,30,20,
1715,1714,A,3,11,1.68,0.86,1.45,07,29,05,04,16,06,09,02,11,30,20,
1716,1715,A,3,11,1.68,0.86,1.45,07,29,05,04,16,06,09,02,11,30,20,
1717,1715,A,3,11,1.68,0.86,1.45,07,29,05,04,16,06,09,02,11,30,20,
1718,1716,A,3,11,1.62,0.84,1.38,07,29,05,04,16,06,09,02,11,30,20,
1719,1717,A,3,11,1.68,0.86,1.44,07,29,05,04,16,06,09,02,11,30,20,
1720,1718,A,3,11,1.73,0.94,1.46,07,29,05,04,16,06,09,02,11,30,20,
1721,1719,A,3,11,2.68,1.59,2.16,07,29,05,04,16,06,09,02,11,30,20,
1722,1720,A,3,11,2.32,1.16,2.01,07,29,05,04,16,06,09,02,11,30,20,
1723,1721,A,3,11,1.68,0.86,1.44,07,29,05,04,16,06,09,02,11,30,20,
1724,1722,A,3,11,1.68,0.86,1.44,07,29,05,04,16,06,09,02,11,30,20,
1725,1723,A,3,10,1.79,0.89,1.55,07,05,04,16,06,09,02,11,30,20,,
1726,1724,A,3,11,1.67,0.86,1.44,07,29,05,04,16,06,09,02,11,30,20,
1727,1725,A,3,10,1.78,0.89,1.55,07,05,04,16,06,09,02,11,30,20,,
1728,1726,A,3,10,1.78,0.89,1.55,07,05,04,16,06,09,02,11,30,20,,
1729,1727,A,3,10,1.68,0.87,1.43,07,05,04,16,06,09,02,11,30,20,,
1730,1728,A,3,11,1.67,0.86,1.43,07,29,05,04,16,06,09,02,11,30,20,
1731,1729,A,3,11,1.67,0.86,1.43,07,29,05,04,16,06,09,02,11,30,20,
1732,1730,A,3,11,1.67,0.86,1.43,07,29,05,04,16,06,09,02,11,30,20,
1733,1731,A,3,11,1.67,0.86,1.43,07,29,05,04,16,06,09,02,11,30,20,
1734,1732,A,3,11,1.78,0.89,1.54,07,29,05,04,16,06,09,02,11,30,20,
1735,1733,A,3,9,2.18,1.20,1.82,07,29,05,06,09,02,11,30,20,,,
1736,1734,A,3,10,1.71,0.92,1.44,07,29,05,04,06,09,02,11,30,20,,
1737,1735,A,3,10,2.06,1.10,1.74,07,29,05,04,16,09,02,11,30,20,,
1738,1736,A,3,10,1.68,0.88,1.43,07,29,05,04,16,06,09,02,30,20,,
1739,1737,A,3,10,1.71,0.93,1.43,07,29,05,04,16,06,09,02,11,20,,
1740,1738,A,3,11,1.66,0.86,1.42,07,29,05,04,16,06,09,02,11,30,20,
1741,1739,A,3,11,1.66,0.86,1.42,07,29,05,04,16,06,09,02,11,30,20,
1742,1740,A,3,11,1.66,0.86,1.42,07,29,05,04,16,06,09,02,11,30,20,
1743,1741,A,3,9,1.86,0.94,1.61,29,05,04,16,06,09,02,11,20,,,
1744,1742,A,3,10,1.83,0.86,1.61,29,05,04,16,06,09,02,11,30,20,,
1745,1743,A,3,10,1.83,0.86,1.61,29,05,04,16,06,09,02,11,30,20,,
1746,1744,A,3,10,1.82,0.86,1.61,29,05,04,16,06,09,02,11,30,20,,
1747,1745,A,3,10,1.82,0.86,1.61,29,05,04,16,06,09,02,11,30,20,,
1748,1746,A,3,11,1.65,0.86,1.41,07,29,05,04,16,06,09,02,11,30,20,
1749,1747,A,3,11,1.65,0.86,1.41,07,29,05,04,16,06,09,02,11,30,20,
1750,1748,A,3,11,1.65,0.86,1.41,07,29,05,04,16,06,09,02,11,30,20,
1751,1749,A,3,11,1.65,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1752,1750,A,3,11,1.65,0.85,1.41,07,29,05,04,16,06,09,02,11,30,20,
1753,1751,A,3,10,1.76,0.88,1.52,07,05,04,16,06,09,02,11,30,20,,
1754,1752,A,3,10,1.76,0.88,1.52,07,05,04,16,06,09,02,11,30,20,,
1755,1753,A,3,9,1.77,0.90,1.52,07,05,04,16,06,09,02,30,20,,,
1756,1754,A,3,8,2.08,0.98,1.83,05,04,16,06,09,02,11,20,,,,
1757,1755,A,3,10,1.76,0.88,1.52,07,05,04,16,06,09,02,11,30,20,,
1758,1756,A,3,10,1.76,0.88,1.52,07,05,04,16,06,09,02,11,30,20,,
1759,1757,A,3,10,1.75,0.88,1.52,07,05,04,16,06,09,02,11,30,20,,
1760,1758,A,3,9,2.01,0.99,1.75,07,05,16,06,09,02,11,30,20,,,
1761,1759,A,3,9,1.93,0.94,1.69,07,05,04,16,06,09,02,11,30,,,
1762,1760,A,3,10,1.75,0.88,1.51,07,05,04,16,06,09,02,11,30,20,,
1763,1761,A,3,10,1.75,0.88,1.51,07,05,04,16,06,09,02,11,30,20,,
1764,1762,A,3,8,2.34,1.10,2.07,07,05,16,06,09,02,11,30,,,,
1765,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1766,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1767,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1768,1762,A,1,3,6.02,5.94,1.00,05,09,02,,,,,,,,,
1769,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1770,1762,A,1,3,10.61,10.57,1.00,05,02,30,,,,,,,,,
1771,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1772,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1773,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1774,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1775,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1776,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1777,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1778,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1779,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1780,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1781,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1782,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1783,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1784,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1785,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1786,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1787,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1788,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1789,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1790,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1791,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1792,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1793,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1794,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1795,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1796,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1797,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1798,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1799,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1800,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1801,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1802,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1803,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1804,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1805,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1806,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1807,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1808,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1809,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1810,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1811,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1812,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1813,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1814,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1815,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1816,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1817,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1818,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1819,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1820,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1821,1762,A,1,0,99.99,99.99,99.99,,,,,,,,,,,,
1822,1762,A,1,4,5.08,2.10,4.62,06,09,02,20,,,,,,,,
1823,1762,A,1,4,7.02,2.27,6.64,05,06,09,02,,,,,,,,
1824,1762,A,1,3,3.43,3.28,1.00,07,09,02,,,,,,,,,
1825,1763,A,2,3,3.44,3.29,1.00,07,09,02,,,,,,,,,
1826,1764,A,3,5,3.36,1.70,2.90,07,06,09,02,20,,,,,,,
1827,1765,A,3,9,1.70,0.90,1.44,07,05,04,16,06,09,02,30,20,,,
1828,1766,A,3,8,1.96,1.01,1.68,07,05,16,06,09,02,30,20,,,,
1829,1767,A,3,9,1.70,0.90,1.44,07,05,04,16,06,09,02,30,20,,,
1830,1768,A,3,9,1.61,0.88,1.35,07,05,04,16,06,09,02,30,20,,,
1831,1769,A,3,9,1.61,0.88,1.35,07,05,04,16,06,09,02,30,20,,,
1832,1770,A,3,8,1.73,0.96,1.44,07,05,16,06,09,02,30,20,,,,
1833,1771,A,3,8,1.96,0.91,1.74,05,04,16,06,09,02,30,20,,,,
1834,1772,A,3,9,1.60,0.88,1.34,07,05,04,16,06,09,02,30,20,,,
1835,1773,A,3,9,1.69,0.90,1.43,07,05,04,16,06,09,02,30,20,,,
1836,1774,A,3,10,1.68,0.88,1.43,07,05,04,16,06,09,02,11,30,20,,
1837,1775,A,3,9,1.94,0.98,1.67,07,05,16,06,09,02,11,30,20,,,
1838,1776,A,3,9,1.93,0.98,1.67,07,05,16,06,09,02,11,30,20,,,
1839,1777,A,3,9,1.93,0.98,1.67,07,05,16,06,09,02,11,30,20,,,
1840,1778,A,3,7,2.59,1.32,2.23,07,05,06,09,02,11,20,,,,,
1841,1779,A,3,9,1.93,0.98,1.66,07,05,16,06,09,02,11,30,20,,,
1842,1780,A,3,9,1.94,0.89,1.72,05,04,16,06,09,02,11,30,20,,,
1843,1781,A,3,8,2.18,0.99,1.94,05,16,06,09,02,11,30,20,,,,
1844,1782,A,3,8,2.18,0.99,1.94,05,16,06,09,02,11,30,20,,,,
1845,1783,A,3,9,1.93,0.98,1.66,07,05,16,06,09,02,11,30,20,,,
1846,1784,A,3,9,1.93,0.98,1.66,07,05,16,06,09,02,11,30,20,,,
1847,1785,A,3,10,1.58,0.85,1.33,07,05,04,16,06,09,02,11,30,20,,
1848,1786,A,3,10,1.75,0.96,1.46,07,05,04,16,06,09,02,11,30,20,,
1849,1787,A,3,10,1.66,0.88,1.42,07,05,04,16,06,09,02,11,30,20,,
1850,1787,A,3,10,1.66,0.88,1.42,07,05,04,16,06,09,02,11,30,20,,
1851,1788,A,3,10,1.66,0.87,1.41,07,05,04,16,06,09,02,11,30,20,,
1852,1789,A,3,10,1.75,0.96,1.46,07,05,04,16,06,09,02,11,30,20,,
1853,1790,A,3,10,1.66,0.87,1.41,07,05,04,16,06,09,02,11,30,20,,
1854,1791,A,3,10,1.66,0.87,1.41,07,05,04,16,06,09,02,11,30,20,,
1855,1792,A,3,9,1.70,0.94,1.42,07,05,16,06,09,02,11,30,20,,,
1856,1793,A,3,10,1.66,0.87,1.41,07,05,04,16,06,09,02,11,30,20,,
1857,1794,A,3,9,1.70,0.94,1.42,07,05,16,06,09,02,11,30,20,,,
1858,1795,A,3,9,1.70,0.94,1.42,07,05,16,06,09,02,11,30,20,,,
1859,1796,A,3,9,1.91,0.98,1.64,07,05,16,06,09,02,11,30,20,,,
1860,1797,A,3,9,1.91,0.98,1.64,07,05,16,06,09,02,11,30,20,,,
1861,1798,A,3,9,1.91,0.98,1.64,07,05,16,06,09,02,11,30,20,,,
1862,1799,A,3,9,1.91,0.98,1.64,07,05,16,06,09,02,11,30,20,,,
1863,1800,A,3,9,1.91,0.98,1.64,07,05,16,06,09,02,11,30,20,,,
1864,1801,A,3,9,1.91,0.98,1.64,07,05,16,06,09,02,11,30,20,,,
1865,1802,A,3,9,1.90,0.98,1.64,07,05,16,06,09,02,11,30,20,,,
1866,1803,A,3,9,1.90,0.98,1.63,07,05,16,06,09,02,11,30,20,,,
1867,1804,A,3,9,1.90,0.98,1.63,07,05,16,06,09,02,11,30,20,,,
1868,1805,A,3,10,1.65,0.87,1.40,07,05,04,16,06,09,02,11,30,20,,
1869,1806,A,3,9,1.90,0.98,1.63,07,05,16,06,09,02,11,30,20,,,
1870,1807,A,3,10,1.64,0.87,1.39,07,05,04,16,06,09,02,11,30,20,,
